First,Last,Nickname,Ht,Wt,Reach,Stance,W,L,D,Belt,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,DOB
Alex,Gorgees,Hitman,"6' 2""",155 lbs.,"74.0""",Switch,6,1,0,,0.67,32%,2.27,38%,N/A,0.00,0%,54%,0.0,"Aug 11, 1995"
Chris,Drumm,,"5' 8""",145 lbs.,--,,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Kyle,Driscoll,KD,"5' 11""",145 lbs.,"74.0""",Orthodox,12,3,0,,2.73,32%,2.60,58%,N/A,2.00,18%,0%,0.0,"Sep 23, 1994"
Edson,Drago,,"6' 4""",220 lbs.,--,Orthodox,11,7,0,,1.16,40%,2.39,36%,N/A,0.00,0%,55%,0.0,"Aug 29, 1977"
Anthony,Drilich,,--,125 lbs.,--,,8,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Mar 17, 1994"
Danny,Downes,,"6' 0""",155 lbs.,"72.0""",Orthodox,8,3,0,,1.66,34%,3.53,37%,N/A,0.00,0%,37%,0.5,"Apr 08, 1986"
Derek,Downey,,"6' 1""",185 lbs.,--,Orthodox,11,4,0,,0.32,100%,3.36,12%,N/A,2.40,16%,0%,0.0,"Apr 27, 1980"
Jordan,Dowdy,,--,170 lbs.,--,,4,3,0,,2.11,44%,2.63,50%,N/A,0.00,0%,0%,0.0,--
John,Doyle,The Iron Bull,"5' 11""",205 lbs.,--,Orthodox,11,22,0,,3.50,44%,10.51,27%,N/A,0.00,0%,0%,0.0,"Nov 21, 1976"
John,Dowdy,,--,--,--,,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Chris,Avila,,"5' 10""",145 lbs.,--,Orthodox,5,4,0,,2.37,30%,4.17,48%,N/A,0.00,0%,46%,0.0,"Jan 16, 1993"
Anthony,Avila,,"5' 7""",145 lbs.,--,,13,5,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Dec 29, 1988"
Levi,Avera,,"6' 1""",170 lbs.,--,,18,15,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"May 17, 1982"
David,Avellan,,"5' 9""",185 lbs.,--,Orthodox,2,1,0,,3.33,25%,10.00,57%,N/A,0.00,0%,0%,0.0,--
Blas,Avena,The Disciple,"6' 0""",170 lbs.,"74.0""",Orthodox,8,7,0,,2.34,47%,3.36,43%,N/A,2.37,80%,50%,1.8,"Jun 30, 1983"
Pat,Audinwood,Awesomely Awesome,"6' 0""",155 lbs.,--,Orthodox,11,2,1,,1.17,12%,4.31,41%,N/A,0.80,50%,0%,0.0,"Apr 16, 1986"
Marcus,Aurelio,Maximus,"5' 10""",155 lbs.,"74.0""",Orthodox,22,10,0,,1.42,33%,2.27,59%,N/A,1.69,27%,27%,1.3,"Aug 18, 1973"
Jose,Augusto,Gugu,"6' 3""",251 lbs.,--,,6,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Mar 28, 1992"
Olivier,Aubin-Mercier,The Canadian Gangster,"5' 9""",155 lbs.,"70.0""",Southpaw,11,5,0,,2.48,51%,2.97,55%,N/A,2.36,33%,70%,0.5,"Feb 23, 1989"
Dean,Hancock,The Hammer,--,155 lbs.,--,,2,1,0,,7.97,63%,1.94,67%,N/A,1.71,33%,75%,1.7,--
James,Hammortree,The Sledge,"6' 3""",185 lbs.,--,Orthodox,6,3,0,,1.93,30%,4.13,44%,N/A,2.00,50%,100%,1.0,"Nov 29, 1983"
CJ,Hamilton,The Autobot,"5' 7""",125 lbs.,"68.0""",Switch,11,4,0,,2.47,31%,3.93,58%,N/A,0.00,0%,62%,0.0,"Oct 07, 1986"
Chad,Hanekom,Superman,"6' 4""",185 lbs.,"74.0""",Orthodox,9,3,0,,0.73,47%,1.47,33%,N/A,0.00,0%,71%,1.0,"Apr 20, 1990"
Jeremy,Hamilton,Hawk,--,185 lbs.,--,,9,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Nov 14, 1984"
Anthony,Hamilton,Freight Train,"6' 5""",260 lbs.,"76.0""",Orthodox,15,9,0,,3.91,65%,3.02,45%,N/A,2.62,42%,78%,0.0,"Apr 14, 1980"
Jared,Hamman,The Messenger,"6' 3""",185 lbs.,"75.0""",Orthodox,14,6,0,,5.15,42%,3.93,55%,N/A,1.57,46%,30%,0.0,"Mar 07, 1982"
Matt,Hamill,The Hammer,"6' 1""",205 lbs.,"76.0""",Orthodox,12,8,0,,3.69,42%,3.80,61%,N/A,3.00,34%,91%,0.0,"Oct 05, 1976"
Rami,Hamed,,"6' 1""",170 lbs.,"71.0""",Orthodox,13,3,0,,3.87,51%,3.40,50%,N/A,0.00,0%,50%,0.0,"Apr 25, 1991"
Kazuhiro,Hamanaka,,"6' 0""",185 lbs.,--,Southpaw,5,7,1,,1.70,37%,0.91,60%,N/A,0.00,0%,50%,0.0,"Oct 24, 1978"
Maciej,Jewtuszko,Irokez,"6' 0""",155 lbs.,--,Southpaw,12,3,0,,2.29,45%,1.39,66%,N/A,0.00,0%,42%,0.9,"Jan 31, 1981"
Chan-Mi,Jeon,,"5' 5""",115 lbs.,--,Orthodox,5,2,0,,6.23,31%,7.77,55%,N/A,0.00,0%,0%,0.0,"Aug 28, 1997"
Kyle,Jensen,,"5' 9""",170 lbs.,--,Orthodox,4,11,2,,0.00,0%,0.92,60%,N/A,6.92,100%,0%,6.9,"Jul 20, 1979"
Jack,Jenkins,Phar,"5' 7""",145 lbs.,"68.0""",Switch,13,3,0,,4.83,60%,2.92,61%,N/A,2.12,69%,76%,0.0,"Nov 03, 1993"
Steve,Jennum,,"5' 10""",215 lbs.,--,Orthodox,2,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Bubba,Jenkins,The Highlight Kid,"5' 7""",145 lbs.,--,,11,4,0,,2.41,37%,1.58,67%,N/A,7.23,68%,100%,0.0,"Feb 05, 1988"
Ryan,Jensen,,"6' 1""",185 lbs.,"76.0""",Orthodox,21,8,0,,2.84,39%,2.99,59%,N/A,1.55,50%,31%,1.9,"Sep 20, 1977"
Brandon,Jenkins,The Human Highlight Reel,"6' 0""",155 lbs.,"71.0""",Switch,15,9,0,,2.93,41%,8.05,33%,N/A,0.00,0%,27%,0.0,"Sep 30, 1991"
Trent,Jenkins,,"6' 2""",185 lbs.,--,,0,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Adrienna,Jenkins,AJ,"5' 8""",145 lbs.,--,,19,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Jul 22, 1981"
Manon,Fiorot,The Beast,"5' 7""",125 lbs.,"65.0""",Orthodox,12,1,0,,6.26,41%,3.77,68%,N/A,1.17,42%,93%,0.0,"Feb 17, 1990"
Chris,Fishgold,,"5' 8""",145 lbs.,"68.0""",Orthodox,18,4,1,,2.01,32%,2.70,46%,N/A,2.59,46%,44%,1.3,"Jun 06, 1992"
Spencer,Fisher,The King,"5' 7""",155 lbs.,"68.0""",Southpaw,24,9,0,,3.17,43%,3.03,64%,N/A,0.67,30%,60%,0.8,"May 09, 1976"
Luiz,Firmino,Buscape,"5' 6""",154 lbs.,--,Orthodox,19,8,0,,1.23,50%,1.22,51%,N/A,3.86,45%,20%,0.9,"Mar 18, 1982"
Nick,Fiore,,"5' 10""",155 lbs.,"72.0""",Orthodox,6,2,0,,2.83,46%,7.93,42%,N/A,2.50,45%,71%,0.0,"Dec 10, 1997"
Torrez,Finney,The Punisher,"5' 8""",185 lbs.,"75.0""",Orthodox,9,0,0,,1.54,53%,2.20,49%,N/A,11.23,68%,0%,1.3,"Oct 24, 1998"
Luigi,Fioravanti,,"5' 8""",170 lbs.,"70.0""",Orthodox,26,15,0,,2.23,42%,2.21,69%,N/A,3.76,63%,67%,0.9,"Jan 22, 1981"
Jan,Finney,Cuddles,"5' 8""",135 lbs.,--,Orthodox,11,12,0,,2.16,28%,8.75,42%,N/A,0.77,11%,25%,0.0,--
Brady,Fink,,"6' 0""",183 lbs.,--,Orthodox,2,3,0,,1.69,41%,1.69,61%,N/A,3.63,25%,0%,3.6,--
Jesse,Finney,,"6' 0""",170 lbs.,--,,5,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Jul 11, 1974"
Marco,Beltran,Psycho,"5' 8""",125 lbs.,"69.0""",Orthodox,8,6,0,,2.07,37%,1.93,63%,N/A,0.70,50%,46%,0.2,"May 18, 1986"
Joseph,Benavidez,,"5' 4""",125 lbs.,"65.0""",Southpaw,28,8,0,,3.52,34%,2.67,61%,N/A,1.41,30%,62%,0.6,"Jul 31, 1984"
Joey,Beltran,The Mexicutioner,"6' 1""",185 lbs.,"75.0""",Orthodox,17,14,0,,4.92,36%,5.27,54%,N/A,0.48,18%,75%,0.0,"Dec 08, 1981"
Danilo,Belluardo,Caterpillar,"6' 0""",155 lbs.,"74.0""",Southpaw,12,5,0,,1.52,61%,4.79,41%,N/A,3.50,100%,50%,0.0,"Jul 21, 1994"
Rodolfo,Bellato,Trator,"6' 3""",205 lbs.,"77.0""",Orthodox,12,2,0,,6.47,61%,5.90,44%,N/A,1.09,25%,100%,0.5,"Feb 05, 1996"
Yousri,Belgaroui,,"6' 5""",185 lbs.,"79.0""",Orthodox,8,3,0,,4.43,60%,2.65,57%,N/A,0.00,0%,81%,0.0,"Jun 02, 1992"
Alan,Belcher,The Talent,"6' 2""",185 lbs.,"75.0""",Orthodox,18,8,0,,2.70,41%,3.10,59%,N/A,0.44,26%,55%,0.9,"Apr 24, 1984"
Diana,Belbita,The Warrior Princess,"5' 7""",115 lbs.,"68.0""",Orthodox,15,9,0,,6.54,42%,6.55,51%,N/A,0.91,62%,65%,0.0,"Jun 26, 1996"
Gabriel,Checco,Zangief,"6' 1""",185 lbs.,--,Switch,10,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Apr 03, 1986"
Mirsad,Bektic,,"5' 8""",145 lbs.,"70.0""",Orthodox,13,4,0,,2.43,41%,1.80,57%,N/A,3.98,52%,92%,0.4,"Feb 16, 1991"
Fabio,Cherant,Water Buffalo,"6' 1""",205 lbs.,"74.0""",Southpaw,7,4,0,,1.35,40%,4.89,38%,N/A,0.00,0%,0%,0.0,"Nov 25, 1994"
Albert,Cheng,,"5' 11""",170 lbs.,--,Orthodox,7,4,0,,1.00,41%,2.60,71%,N/A,0.00,0%,0%,0.0,"Feb 07, 1985"
Danny,Chavez,The Colombian Warrior,"5' 8""",145 lbs.,"67.0""",Orthodox,11,5,1,,2.86,38%,3.83,50%,N/A,1.95,60%,87%,0.0,"Mar 14, 1987"
Vitor,Belfort,The Phenom,"6' 0""",185 lbs.,"74.0""",Southpaw,26,14,0,,1.59,46%,2.83,50%,N/A,1.02,60%,53%,0.6,"Apr 01, 1977"
Emilio,Chavez,,"5' 9""",145 lbs.,--,,12,9,0,,2.73,48%,1.53,54%,N/A,3.00,50%,0%,0.0,--
Morgan,Charriere,The Last Pirate,"5' 8""",145 lbs.,"69.0""",Orthodox,19,10,1,,3.98,49%,4.24,55%,N/A,1.59,40%,87%,0.8,"Oct 26, 1995"
Ernest,Chavez,EJ,"5' 8""",145 lbs.,"70.0""",Orthodox,10,2,0,,2.79,40%,3.89,59%,N/A,0.89,33%,50%,0.0,"Jun 27, 1983"
Dan,Charles,The Man,"6' 2""",228 lbs.,--,,10,6,1,,2.82,45%,3.51,44%,N/A,0.00,0%,31%,0.0,"Sep 24, 1985"
Donnie,Chappell,,"5' 11""",178 lbs.,--,Southpaw,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Joe,Charles,The Ghetto Man,"6' 1""",260 lbs.,--,Southpaw,6,13,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Tebaris,Gordon,Boom,"6' 1""",265 lbs.,--,Orthodox,3,1,0,,3.53,16%,49.41,22%,N/A,0.00,0%,0%,0.0,"Jul 19, 1988"
Malcolm,Gordon,X,"5' 7""",125 lbs.,"71.0""",Switch,14,8,0,,2.50,45%,2.00,43%,N/A,1.72,35%,26%,1.0,"May 19, 1990"
Eddie,Gordon,Truck,"6' 0""",185 lbs.,"76.0""",Orthodox,8,4,0,,2.03,32%,2.57,60%,N/A,1.93,83%,63%,0.0,"Jul 22, 1983"
Jared,Gordon,Flash,"5' 9""",155 lbs.,"68.0""",Orthodox,20,7,0,,5.75,55%,3.97,56%,N/A,1.78,31%,62%,0.0,"Sep 06, 1988"
Jordan,Goodwin,,--,155 lbs.,--,,0,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Gerard,Gordeau,,"6' 5""",216 lbs.,--,Orthodox,2,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Mar 30, 1959"
Kier,Gooch,,--,155 lbs.,--,,2,7,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Apr 21, 1986"
Jared,Gooden,NiteTrain,"6' 0""",170 lbs.,"77.0""",Orthodox,23,9,0,,5.08,49%,6.68,48%,N/A,0.67,100%,65%,0.2,"Dec 05, 1993"
Cedric,Doumbe,,"5' 10""",170 lbs.,--,,2,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Aug 13, 1992"
Lyman,Good,Cyborg,"6' 0""",170 lbs.,"74.0""",Orthodox,21,6,0,,5.34,48%,4.01,63%,N/A,0.27,100%,75%,0.0,"May 26, 1985"
Gary,Goodridge,Big Daddy,"6' 3""",249 lbs.,--,Orthodox,23,22,1,,1.84,56%,2.14,48%,N/A,0.40,100%,53%,0.8,"Jan 17, 1966"
Damion,Douglas,,--,170 lbs.,--,,4,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Oleksandr,Doskalchuk,,"5' 6""",125 lbs.,--,Southpaw,10,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Mar 13, 1990"
Tiago,dos Santos e Silva,Trator,"5' 9""",145 lbs.,"70.0""",Orthodox,20,7,2,,3.69,35%,4.23,59%,N/A,0.63,11%,33%,0.3,"Apr 12, 1987"
David,Douglas,Tarzan,"5' 11""",155 lbs.,--,,9,7,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Aug 16, 1981"
Felipe,dos Santos,Lipe Detona,"5' 7""",125 lbs.,"70.0""",Orthodox,8,2,0,,3.87,37%,3.78,41%,N/A,0.00,0%,14%,0.3,"Sep 11, 2000"
Rayanne,dos Santos,,"5' 2""",115 lbs.,"62.0""",Orthodox,14,8,0,,4.36,43%,5.20,61%,N/A,0.33,12%,88%,0.0,"Jun 08, 1995"
Anderson,Dos Santos,Berinja,"5' 5""",135 lbs.,"70.0""",Orthodox,21,9,0,,2.70,25%,5.37,49%,N/A,0.98,14%,66%,0.7,"Jul 24, 1985"
Rich,Attonito,The Raging Bull,"5' 10""",170 lbs.,"72.0""",Orthodox,10,5,0,,2.28,47%,2.13,59%,N/A,0.74,37%,75%,0.0,"Jun 16, 1977"
Acacio,Dos Santos,Pequeno,"6' 4""",205 lbs.,"79.0""",Orthodox,14,5,0,,1.27,41%,1.40,43%,N/A,0.00,0%,31%,0.0,"Sep 29, 1991"
Tom,Aspinall,,"6' 5""",256 lbs.,"78.0""",Orthodox,15,3,0,,8.07,67%,2.89,65%,N/A,3.27,100%,100%,1.6,"Apr 11, 1993"
Bazigit,Atajev,Volk,"6' 1""",230 lbs.,--,Orthodox,17,1,0,,0.87,41%,3.14,49%,N/A,1.00,33%,0%,0.0,--
Michael,Aswell,The Texas Kid,"5' 8""",145 lbs.,"69.0""",Orthodox,9,2,0,,10.33,50%,6.80,52%,N/A,0.00,0%,57%,0.0,"Sep 27, 2000"
Junior,Assuncao,,"5' 9""",145 lbs.,"72.0""",Orthodox,16,6,0,,3.31,62%,2.06,44%,N/A,2.43,24%,66%,0.7,"Jun 24, 1981"
Ibo,Aslan,The Last Ottoman,"6' 3""",205 lbs.,"77.0""",Orthodox,13,1,0,,6.83,45%,4.53,64%,N/A,0.00,0%,100%,0.0,"Apr 23, 1996"
Raphael,Assuncao,,"5' 5""",135 lbs.,"66.0""",Orthodox,28,10,0,,3.22,42%,2.50,66%,N/A,1.65,39%,78%,0.2,"Jul 19, 1982"
Bruno,Assis,Brunao,"6' 2""",185 lbs.,--,Orthodox,8,4,0,,1.27,43%,3.20,36%,N/A,2.00,50%,66%,1.0,"May 23, 1992"
Scott,Askham,,"6' 3""",185 lbs.,"75.0""",Southpaw,14,4,0,,3.03,46%,3.52,52%,N/A,0.44,18%,65%,0.7,"May 20, 1988"
Ben,Askren,Funky,"5' 11""",170 lbs.,"73.0""",Orthodox,19,2,0,,3.64,49%,5.66,36%,N/A,4.33,55%,0%,0.9,"Jul 18, 1984"
Uriah,Hall,Prime Time,"6' 0""",185 lbs.,"79.0""",Orthodox,18,11,0,,3.23,48%,3.85,54%,N/A,0.54,38%,64%,0.1,"Jul 31, 1984"
Brandon,Halsey,Bull,"6' 0""",185 lbs.,--,,9,3,0,,1.74,47%,0.87,65%,N/A,4.98,53%,100%,1.2,"Sep 16, 1986"
Tony,Halme,,"6' 3""",300 lbs.,--,Orthodox,0,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Jan 06, 1963"
Piotr,Hallmann,Pletwal,"5' 9""",155 lbs.,"71.0""",Orthodox,18,6,0,,3.98,45%,3.17,58%,N/A,2.55,44%,70%,0.4,"Aug 25, 1987"
Ryan,Hall,The Wizard,"5' 10""",145 lbs.,"70.0""",Southpaw,9,2,0,,2.38,50%,1.33,65%,N/A,0.22,9%,0%,2.2,"Feb 22, 1985"
Mark,Hall,,"6' 0""",190 lbs.,--,Orthodox,5,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Dennis,Hallman,Superman,"5' 9""",155 lbs.,"72.0""",Orthodox,53,20,2,,1.12,44%,1.96,43%,N/A,1.79,30%,25%,2.1,"Dec 02, 1975"
Aaron,Jeffery,,"6' 2""",185 lbs.,"73.0""",Orthodox,10,3,0,,3.10,45%,4.46,34%,N/A,0.00,0%,50%,0.0,"Nov 14, 1992"
Yazmin,Jauregui,,"5' 3""",115 lbs.,"64.0""",Orthodox,11,2,0,,6.64,39%,5.25,54%,N/A,0.00,0%,100%,0.0,"Feb 28, 1999"
Justin,Jaynes,The Guitar Hero,"5' 7""",145 lbs.,"68.0""",Orthodox,16,8,0,,3.34,44%,5.33,62%,N/A,0.75,40%,20%,1.1,"Aug 10, 1989"
Joanna,Jedrzejczyk,,"5' 6""",115 lbs.,"65.0""",Orthodox,16,5,0,,6.28,48%,3.25,62%,N/A,0.27,62%,80%,0.1,"Aug 18, 1987"
Louis,Jauregui,,"5' 7""",170 lbs.,--,,4,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Rony,Jason,,"5' 7""",145 lbs.,"73.0""",Orthodox,14,7,0,,2.04,44%,3.14,53%,N/A,0.59,30%,36%,0.8,"Mar 21, 1984"
Josh,Jarvis,,--,--,--,,1,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Jasmine,Jasudavicius,,"5' 7""",125 lbs.,"68.0""",Orthodox,11,3,0,,3.79,45%,3.85,51%,N/A,2.39,41%,75%,0.5,"Mar 01, 1989"
Brock,Jardine,The Machine,"5' 11""",170 lbs.,--,Orthodox,12,6,0,,1.06,30%,3.34,56%,N/A,0.00,0%,14%,0.8,"Jul 10, 1985"
Keith,Jardine,The Dean of Mean,"6' 2""",185 lbs.,"76.0""",Orthodox,17,11,2,,3.25,36%,2.98,59%,N/A,1.18,45%,62%,0.7,"Oct 31, 1975"
Jafel,Filho,Pastor,"5' 7""",125 lbs.,"68.0""",Orthodox,16,3,0,,2.36,41%,2.00,47%,N/A,1.77,33%,55%,2.6,"May 05, 1993"
Andre,Fili,Touchy,"5' 11""",145 lbs.,"74.0""",Orthodox,24,11,0,,3.88,37%,4.11,51%,N/A,2.15,43%,70%,0.2,"Jun 25, 1990"
Edwin,Figueroa,El Feroz,"5' 7""",135 lbs.,"69.0""",Orthodox,9,5,0,,2.57,39%,3.06,51%,N/A,0.20,100%,37%,0.6,"Jul 31, 1984"
Paulo,Filho,,"5' 8""",185 lbs.,--,Southpaw,23,6,3,,1.86,48%,1.67,66%,N/A,2.40,32%,42%,1.6,"May 24, 1978"
Francisco,Figueiredo,Sniper,"5' 6""",125 lbs.,"68.0""",Southpaw,13,5,1,,2.04,61%,2.59,61%,N/A,2.51,75%,76%,0.4,"Oct 23, 1989"
Mirko,Filipovic,Cro Cop,"6' 2""",230 lbs.,"73.0""",Southpaw,35,11,2,,2.11,50%,1.89,63%,N/A,0.19,40%,78%,0.3,"Sep 10, 1974"
Anthony,Figueroa,,"5' 4""",135 lbs.,--,Orthodox,11,8,1,,2.37,48%,3.77,49%,N/A,0.00,0%,58%,0.0,--
Deiveson,Figueiredo,Deus da Guerra,"5' 5""",135 lbs.,"68.0""",Orthodox,24,3,1,,3.01,55%,3.39,51%,N/A,1.68,35%,58%,1.6,"Dec 18, 1987"
Michal,Figlak,Mad Dog,"5' 10""",155 lbs.,"70.0""",Orthodox,8,2,0,,4.00,39%,4.93,52%,N/A,0.50,12%,57%,0.0,"Aug 15, 1996"
Ron,Fields,Killing,"6' 2""",200 lbs.,--,Orthodox,28,32,1,,0.33,33%,2.64,11%,N/A,0.00,0%,0%,0.0,"Nov 18, 1974"
Lyle,Beerbohm,Fancy Pants,"5' 10""",155 lbs.,--,Southpaw,24,3,0,,1.98,55%,1.61,54%,N/A,2.10,23%,64%,0.3,"Feb 05, 1979"
Allan,Begosso,Mini,"5' 5""",135 lbs.,"66.0""",Orthodox,7,2,1,,1.80,40%,7.73,34%,N/A,0.00,0%,25%,2.0,"Nov 23, 1995"
Rolando,Bedoya,The Machine,"5' 11""",155 lbs.,"74.0""",Orthodox,14,4,0,,7.29,49%,6.38,52%,N/A,0.00,0%,33%,0.0,"Jan 13, 1997"
Eric,Bedard,Lucky Strikes,"6' 2""",239 lbs.,--,,6,7,0,,6.37,35%,8.54,52%,N/A,0.00,0%,0%,0.0,"Sep 11, 1984"
Chase,Beebe,,"5' 7""",135 lbs.,"67.0""",Orthodox,24,13,1,,2.17,38%,1.64,69%,N/A,2.49,42%,41%,0.9,"Mar 29, 1985"
Johnny,Bedford,Brutal,"5' 10""",135 lbs.,"71.0""",Orthodox,21,13,1,,4.53,50%,1.75,63%,N/A,1.83,62%,62%,0.0,"Jan 06, 1983"
Ariel,Beck,,"5' 6""",125 lbs.,"66.0""",Southpaw,4,5,0,,4.44,34%,4.31,64%,N/A,0.00,0%,0%,0.0,"Sep 16, 1990"
Salvador,Becerra,,"5' 9""",155 lbs.,--,,5,2,0,,4.57,31%,3.83,58%,N/A,0.00,0%,66%,0.0,--
Michael,Chandler,Iron,"5' 8""",155 lbs.,"71.0""",Orthodox,23,8,0,,4.89,46%,4.58,46%,N/A,2.17,38%,71%,0.9,"Apr 24, 1986"
Rudy,Bears,,"5' 11""",170 lbs.,--,Southpaw,16,15,0,,1.27,29%,2.53,50%,N/A,0.00,0%,0%,0.0,--
Jeff,Bedard,Little Popeye,"5' 6""",145 lbs.,--,Orthodox,13,3,0,,0.80,51%,0.00,100%,N/A,3.43,66%,100%,2.6,"Feb 06, 1970"
Chelsea,Chandler,,"5' 8""",135 lbs.,"68.0""",Southpaw,6,3,0,,3.53,45%,4.06,41%,N/A,0.91,60%,33%,0.0,"Nov 23, 1990"
Ansar,Chalangov,,"5' 9""",170 lbs.,--,Orthodox,14,5,0,,0.68,66%,1.69,54%,N/A,0.00,0%,0%,7.6,"Oct 30, 1979"
Alex,Chambers,Astro Girl,"5' 3""",115 lbs.,"63.0""",Southpaw,5,5,0,,2.97,54%,5.10,50%,N/A,2.31,41%,53%,1.0,"Oct 25, 1978"
Jared,Chaffee,,"5' 10""",155 lbs.,--,,5,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Dec 15, 1984"
Edgar,Chairez,Puro Chicali,"5' 7""",125 lbs.,"71.0""",Orthodox,11,6,0,,3.45,45%,5.21,42%,N/A,0.00,0%,33%,1.5,"Jan 27, 1996"
Luan,Chagas,Tarzan,"6' 0""",170 lbs.,"75.0""",Orthodox,15,3,1,,4.16,47%,3.19,62%,N/A,0.32,12%,85%,0.3,"Jun 17, 1993"
Jennifer,Gonzalez,Jefa,"5' 2""",125 lbs.,--,,13,5,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Mar 22, 1986"
Raffael,Cerqueira,BJJ,--,205 lbs.,--,,11,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Mar 15, 1990"
Erick,Gonzalez,The Ghost Pepper,"5' 11""",155 lbs.,"75.0""",Orthodox,14,8,0,,2.40,36%,8.08,40%,N/A,6.00,55%,50%,0.0,"Jan 20, 1992"
Katlyn,Cerminara,Blonde Fighter,"5' 9""",125 lbs.,"68.0""",Orthodox,18,6,0,,4.58,34%,4.48,62%,N/A,0.31,15%,50%,0.3,"Dec 28, 1988"
Mikey,Gonzalez,Rolls,"5' 11""",155 lbs.,"74.0""",Orthodox,7,2,0,,0.91,16%,14.55,11%,N/A,0.00,0%,0%,0.0,"Aug 13, 1985"
Jorge,Gonzalez,Street,"6' 2""",205 lbs.,"76.0""",Orthodox,16,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Feb 29, 1984"
Donald,Cerrone,Cowboy,"6' 1""",155 lbs.,"73.0""",Orthodox,36,17,0,,4.41,46%,4.48,53%,N/A,1.16,33%,73%,1.2,"Mar 29, 1983"
Pearl,Gonzalez,,"5' 4""",115 lbs.,--,Orthodox,6,3,0,,2.23,37%,4.07,57%,N/A,1.04,11%,0%,0.5,"Aug 12, 1986"
Fabian,Gonzalez,,"5' 10""",135 lbs.,--,,2,1,0,,3.90,48%,4.39,51%,N/A,0.00,0%,66%,0.0,--
Lewis,Gonzalez,Lethal,"5' 10""",170 lbs.,--,Orthodox,11,3,0,,1.40,37%,1.87,41%,N/A,2.00,33%,62%,0.0,"Sep 19, 1987"
Jason,Gonzalez,Nicoya,"6' 2""",155 lbs.,"74.0""",Southpaw,11,5,0,,3.06,39%,3.13,58%,N/A,0.00,0%,30%,1.0,"Feb 28, 1990"
Fernando,Gonzalez,The Menifee Maniac,"5' 9""",170 lbs.,"68.0""",Southpaw,26,14,0,,4.47,47%,4.03,65%,N/A,0.86,33%,43%,1.4,"Sep 15, 1983"
Nick,Gonzalez,The Ghost,"5' 6""",155 lbs.,--,Orthodox,17,12,0,,0.59,20%,2.35,33%,N/A,0.00,0%,50%,0.0,"Mar 03, 1981"
Geronimo,dos Santos,Mondragon,"6' 3""",264 lbs.,--,Orthodox,39,19,0,,1.09,33%,8.73,41%,N/A,0.00,0%,33%,0.0,"Aug 17, 1980"
Antonio,Dos Santos,Junior Alpha,"5' 10""",185 lbs.,--,Orthodox,6,4,0,,5.40,51%,3.94,43%,N/A,0.00,0%,100%,0.0,"Jul 21, 1988"
Houston,Dorr,,"6' 1""",210 lbs.,--,Orthodox,1,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Junior,Dos Santos,Cigano,"6' 4""",238 lbs.,"77.0""",Orthodox,21,9,0,,4.49,47%,3.33,56%,N/A,0.30,50%,81%,0.1,"Jan 30, 1984"
John,Donaldson,J.T.,"5' 8""",145 lbs.,--,,2,2,0,,1.21,23%,4.22,51%,N/A,0.00,0%,0%,0.0,"Jul 09, 1992"
