Name,Ht,Wt,Reach,Stance,Career W,Career L,DOB,born_year
Johil de Oliveira,"5' 6""",170 lbs.,--,Orthodox,17,15,--,--
Edilberto de Oliveira,"6' 0""",170 lbs.,--,Orthodox,29,15,"Nov 22, 1982",1982
Mike de la Torre,"5' 11""",145 lbs.,"71.0""",Orthodox,14,7,"Sep 22, 1986",1986
Mark De La Rosa,"5' 6""",135 lbs.,"65.0""",Orthodox,11,5,"Aug 31, 1994",1994
Montana De La Rosa,"5' 7""",125 lbs.,"68.0""",Orthodox,13,9,"Feb 14, 1995",1995
Nick Hein,"5' 6""",155 lbs.,"66.0""",Southpaw,14,5,"Apr 24, 1984",1984
Chris de la Rocha,"6' 3""",250 lbs.,"80.0""",Orthodox,5,3,"May 15, 1979",1979
Jake Hecht,"6' 0""",170 lbs.,"73.0""",Orthodox,11,4,"Feb 09, 1984",1984
Chris Heatherly,"5' 9""",155 lbs.,--,Orthodox,9,4,"Nov 24, 1987",1987
David Heath,"5' 11""",205 lbs.,"72.0""",Orthodox,18,7,"Feb 10, 1976",1976
Pat Healy,"6' 0""",155 lbs.,"72.0""",Orthodox,34,23,"Jul 20, 1983",1983
Ryan Healy,"6' 1""",155 lbs.,--,Orthodox,25,14,"Jul 20, 1983",1983
Spencer Hearns,"5' 11""",185 lbs.,--,,1,0,--,--
Brandon Gaines,"6' 3""",185 lbs.,--,,5,21,--,--
James Head,"6' 1""",170 lbs.,"73.0""",Orthodox,9,4,"Feb 09, 1984",1984
Muin Gafurov,"5' 7""",135 lbs.,"68.0""",Southpaw,19,6,"May 17, 1996",1996
Dustin Hazelett,"6' 1""",170 lbs.,"76.0""",Orthodox,12,7,"Apr 29, 1986",1986
Mitch Gagnon,"5' 5""",135 lbs.,"65.0""",Southpaw,12,5,"Oct 10, 1984",1984
Magomed Gadzhiyasulov,"6' 2""",205 lbs.,"75.0""",Orthodox,9,0,"Nov 04, 1993",1993
Justin Gaethje,"5' 11""",155 lbs.,"70.0""",Orthodox,25,5,"Nov 14, 1988",1988
Sheila Gaff,"5' 5""",135 lbs.,--,Orthodox,9,7,"Dec 29, 1989",1989
Philip De Fries,"6' 5""",250 lbs.,"79.0""",Orthodox,12,6,"Apr 21, 1986",1986
Claudia Gadelha,"5' 4""",115 lbs.,"63.0""",Orthodox,18,5,"Dec 07, 1988",1988
Geraldo de Freitas,"5' 7""",135 lbs.,"72.0""",Orthodox,12,6,"Sep 30, 1991",1991
Alavutdin Gadjiev,"6' 2""",185 lbs.,--,Orthodox,18,13,"Jun 23, 1982",1982
Gustavo Gabriel,"5' 6""",125 lbs.,--,Orthodox,13,1,"Apr 01, 1994",1994
Angel De Anda,"5' 9""",225 lbs.,--,Orthodox,18,6,"May 28, 1985",1985
Yorgan De Castro,"6' 0""",250 lbs.,"74.0""",Orthodox,6,3,"Dec 19, 1986",1986
Martin Day,"5' 10""",145 lbs.,"73.0""",Orthodox,8,6,"Nov 10, 1988",1988
Hakeem Dawodu,"5' 8""",145 lbs.,"73.0""",Orthodox,13,4,"Jul 02, 1991",1991
Jason Day,"6' 0""",185 lbs.,"72.0""",Orthodox,19,12,"May 19, 1981",1981
Mike Davis,"6' 0""",155 lbs.,"72.0""",Orthodox,11,2,"Oct 07, 1992",1992
Grant Dawson,"5' 10""",155 lbs.,"72.0""",Switch,21,2,"Feb 20, 1994",1994
Brandon Davis,"5' 10""",135 lbs.,"72.0""",Orthodox,14,10,"May 08, 1990",1990
Josh Haynes,"5' 9""",170 lbs.,--,Orthodox,14,11,"Jul 30, 1977",1977
Ryan Hayes,--,--,--,,7,6,--,--
Gerric Hayes,"5' 10""",--,--,,8,11,--,--
Mike Hayes,"6' 4""",230 lbs.,--,Orthodox,20,12,--,--
Del Hawkins,"5' 5""",135 lbs.,--,Orthodox,22,17,--,--
Chris Hawk,"6' 1""",205 lbs.,--,,5,10,--,--
Justin Hawes,"5' 11""",205 lbs.,--,,6,9,"Jan 13, 1979",1979
Tommy Hayden,"5' 9""",145 lbs.,--,Southpaw,11,3,"Mar 11, 1986",1986
Danny Davis,"6' 2""",170 lbs.,--,,13,11,"Jul 28, 1982",1982
Phil Hawes,"6' 0""",185 lbs.,"77.0""",Orthodox,12,6,"Jan 08, 1989",1989
John Hathaway,"6' 1""",170 lbs.,"75.0""",Orthodox,17,2,"Jul 23, 1987",1987
Alexis Davis,"5' 6""",135 lbs.,"68.0""",Orthodox,21,11,"Oct 04, 1984",1984
Lemont Davis,"5' 8""",170 lbs.,--,Orthodox,2,6,--,--
Justin Davis,"5' 11""",205 lbs.,--,,13,16,"Apr 01, 1983",1983
Mike Davis,--,--,--,,2,0,--,--
Rick Davis,"5' 9""",155 lbs.,--,Orthodox,3,1,--,--
Phil Davis,"6' 2""",205 lbs.,"79.0""",Orthodox,17,4,"Sep 25, 1984",1984
Brian Davidson,"5' 6""",145 lbs.,--,,13,4,--,--
Marcus Davis,"5' 10""",170 lbs.,"70.0""",Southpaw,22,11,"Aug 24, 1973",1973
LC Davis,"5' 8""",135 lbs.,"69.0""",Southpaw,23,8,"Oct 28, 1980",1980
Hayder Hassan,"5' 10""",170 lbs.,--,,6,3,"Oct 20, 1982",1982
Daiki Hata,"5' 6""",139 lbs.,--,Orthodox,17,11,"Aug 24, 1982",1982
Ahmad Hassanzada,"6' 1""",155 lbs.,"75.0""",Orthodox,10,2,"Nov 20, 1996",1996
Chris Haseman,"5' 11""",205 lbs.,--,Orthodox,20,17,"Jun 02, 1969",1969
Justin Haskins,"5' 10""",170 lbs.,--,Orthodox,7,6,"Aug 30, 1979",1979
Takayo Hashi,"5' 4""",135 lbs.,--,Orthodox,15,6,"Oct 02, 1977",1977
Tomohiko Hashimoto,"6' 0""",250 lbs.,--,Orthodox,1,4,--,--
Chris Daukaus,"6' 3""",205 lbs.,"76.0""",Orthodox,12,7,"Sep 25, 1989",1989
Hidehiko Hasegawa,"5' 9""",170 lbs.,--,,19,20,"Jul 13, 1978",1978
Sean Daugherty,"6' 0""",175 lbs.,--,,0,2,"Dec 04, 1975",1975
Clay Harvison,"6' 1""",170 lbs.,"74.0""",Orthodox,13,6,"Sep 25, 1980",1980
Kyle Daukaus,"6' 3""",185 lbs.,"76.0""",Southpaw,11,4,"Feb 27, 1993",1993
Karen Darabedyan,"5' 7""",155 lbs.,"68.0""",Orthodox,13,6,"Dec 18, 1986",1986
Eduardo Dantas,"5' 10""",135 lbs.,--,,20,4,"Feb 03, 1989",1989
Alexandre Dantas,"6' 2""",238 lbs.,--,Orthodox,0,3,"Mar 01, 1979",1979
Beneil Dariush,"5' 10""",155 lbs.,"72.0""",Southpaw,22,6,"May 06, 1989",1989
Dale Hartt,"5' 10""",155 lbs.,"69.0""",Orthodox,6,3,"Apr 04, 1979",1979
Joey Hart,--,170 lbs.,--,,6,1,"Jun 24, 1997",1997
Luke Hartwig,--,--,--,,0,1,--,--
Mac Danzig,"5' 8""",155 lbs.,"70.0""",Orthodox,21,12,"Jan 02, 1980",1980
Collin Hart,"6' 1""",185 lbs.,--,Orthodox,6,3,"Oct 12, 1989",1989
Anvarbek Daniyalbekov,--,185 lbs.,--,,8,0,"May 27, 1995",1995
Kayla Harrison,"5' 8""",135 lbs.,"66.0""",Southpaw,17,1,"Jul 02, 1990",1990
Carlston Harris,"6' 0""",170 lbs.,"76.0""",Orthodox,19,6,"Jul 09, 1987",1987
Trevor Harris,"5' 6""",145 lbs.,--,,2,2,--,--
Dhafir Harris,--,257 lbs.,--,,2,0,"Aug 04, 1977",1977
Walt Harris,"6' 5""",250 lbs.,"77.0""",Southpaw,13,10,"Jun 10, 1983",1983
Marques Daniels,--,155 lbs.,--,,5,5,--,--
Jarjis Danho,"6' 3""",265 lbs.,"74.0""",Orthodox,7,1,"Oct 15, 1983",1983
Phil Harris,"5' 4""",125 lbs.,"65.0""",Orthodox,22,12,"Sep 04, 1983",1983
Raymond Daniels,"6' 2""",185 lbs.,--,Southpaw,0,1,--,--
Batgerel Danaa,"5' 7""",135 lbs.,"70.0""",Orthodox,12,5,"Jul 04, 1989",1989
Peter Danesoe,"5' 9""",125 lbs.,"68.0""",Orthodox,6,3,"Sep 01, 2000",2000
Carina Damm,"5' 4""",135 lbs.,--,,2,13,--,--
Cindy Dandois,"5' 7""",135 lbs.,--,Orthodox,8,3,"Oct 26, 1984",1984
Marko Damiani,"6' 0""",170 lbs.,--,,0,2,--,--
Gerald Harris,"5' 11""",185 lbs.,"77.0""",Southpaw,23,5,"Nov 19, 1979",1979
Leonardo Damiani,"5' 10""",170 lbs.,"69.0""",Orthodox,10,3,"Aug 30, 1990",1990
Rodrigo Damm,"5' 7""",155 lbs.,"71.0""",Orthodox,13,9,"Feb 03, 1980",1980
Josiah Harrell,"5' 7""",170 lbs.,"68.0""",Southpaw,7,0,"Nov 13, 1998",1998
Gerry Harris,"6' 8""",270 lbs.,--,Orthodox,1,4,--,--
Baru Harn,--,265 lbs.,--,,1,2,--,--
Scott Harper,"6' 0""",185 lbs.,--,Orthodox,12,7,"Apr 14, 1972",1972
Veronica Hardy,"5' 4""",125 lbs.,"64.0""",Southpaw,9,4,"Oct 30, 1995",1995
Dan Hardy,"6' 0""",170 lbs.,"74.0""",Orthodox,25,10,"May 17, 1982",1982
Greg Hardy,"6' 5""",265 lbs.,"80.0""",Orthodox,7,5,"Jul 28, 1988",1988
Aisling Daly,"5' 2""",115 lbs.,"64.0""",Orthodox,16,6,"Dec 24, 1987",1987
Richard Dalton,"6' 1""",205 lbs.,--,Orthodox,4,3,--,--
Dave Dalgliesh,"6' 2""",205 lbs.,--,Orthodox,30,19,"Apr 05, 1978",1978
Tobias Harila,--,--,--,,12,3,"Jan 13, 1994",1994
Paul Daley,"5' 9""",170 lbs.,"76.0""",Orthodox,39,15,"Feb 21, 1983",1983
George Hardwick,"5' 10""",155 lbs.,"72.0""",Orthodox,12,2,"Dec 06, 1996",1996
Alex Da Silva,"5' 8""",155 lbs.,"73.0""",Orthodox,21,4,"Feb 04, 1996",1996
Henrique Da Silva Lopes,"6' 3""",240 lbs.,--,,5,2,"Mar 08, 1985",1985
Nicolas Dalby,"5' 11""",170 lbs.,"74.0""",Orthodox,23,5,"Nov 16, 1984",1984
Henrique da Silva,"6' 3""",205 lbs.,"76.0""",Orthodox,14,5,"Sep 01, 1989",1989
Marcos da Matta,"5' 4""",145 lbs.,--,,11,3,"Mar 18, 1973",1973
Ariane da Silva,"5' 6""",125 lbs.,"67.0""",Orthodox,17,9,"Jan 26, 1994",1994
Antoni Hardonk,"6' 4""",245 lbs.,"78.0""",Orthodox,8,6,"Feb 05, 1976",1976
Janay Harding,--,135 lbs.,--,,2,3,--,--
Kay Hansen,"5' 2""",115 lbs.,"63.0""",Orthodox,7,6,"Aug 14, 1999",1999
Shin Haraguchi,"5' 5""",145 lbs.,"68.0""",Switch,8,2,"Nov 27, 1998",1998
Chad Hanekom,"6' 4""",185 lbs.,"74.0""",Orthodox,9,3,"Apr 20, 1990",1990
Nasrat Haqparast,"5' 10""",155 lbs.,"72.0""",Southpaw,17,5,"Aug 22, 1995",1995
Joachim Hansen,"5' 7""",150 lbs.,--,Southpaw,23,14,"May 26, 1979",1979
Dean Hancock,--,155 lbs.,--,,2,1,--,--
CJ Hamilton,"5' 7""",125 lbs.,"68.0""",Switch,11,4,"Oct 07, 1986",1986
James Hammortree,"6' 3""",185 lbs.,--,Orthodox,6,3,"Nov 29, 1983",1983
Sarah D'alelio,"5' 7""",145 lbs.,--,,11,7,"Dec 13, 1980",1980
Jared Hamman,"6' 3""",185 lbs.,"75.0""",Orthodox,14,6,"Mar 07, 1982",1982
Anthony Hamilton,"6' 5""",260 lbs.,"76.0""",Orthodox,15,9,"Apr 14, 1980",1980
Jeremy Hamilton,--,185 lbs.,--,,9,2,"Nov 14, 1984",1984
Matt Hamill,"6' 1""",205 lbs.,"76.0""",Orthodox,12,8,"Oct 05, 1976",1976
Frank Hamaker,"6' 2""",--,--,,1,0,--,--
Seo Hee Ham,"5' 2""",115 lbs.,"62.0""",Southpaw,17,8,"Mar 08, 1987",1987
Rami Hamed,"6' 1""",170 lbs.,"71.0""",Orthodox,13,3,"Apr 25, 1991",1991
Tony Halme,"6' 3""",300 lbs.,--,Orthodox,0,4,"Jan 06, 1963",1963
Kazuhiro Hamanaka,"6' 0""",185 lbs.,--,Southpaw,5,7,"Oct 24, 1978",1978
John Halverson,"5' 9""",155 lbs.,--,Southpaw,16,8,"Sep 08, 1972",1972
Brandon Halsey,"6' 0""",185 lbs.,--,,9,3,"Sep 16, 1986",1986
Piotr Hallmann,"5' 9""",155 lbs.,"71.0""",Orthodox,18,6,"Aug 25, 1987",1987
Dennis Hallman,"5' 9""",155 lbs.,"72.0""",Orthodox,53,20,"Dec 02, 1975",1975
Kevin Haley,"6' 2""",205 lbs.,--,,6,4,--,--
Uriah Hall,"6' 0""",185 lbs.,"79.0""",Orthodox,18,11,"Jul 31, 1984",1984
Stoney Hale,"6' 0""",--,--,,5,3,"Oct 18, 1979",1979
Ryan Hall,"5' 10""",145 lbs.,"70.0""",Southpaw,9,2,"Feb 22, 1985",1985
Mark Hall,"6' 0""",190 lbs.,--,Orthodox,5,6,--,--
Bassil Hafez,"5' 11""",170 lbs.,"72.0""",Orthodox,9,3,"Jan 31, 1992",1992
Damir Hadzovic,"5' 9""",155 lbs.,"70.0""",Orthodox,14,7,"Aug 08, 1986",1986
Steve Hadsel,"5' 8""",170 lbs.,--,,3,0,--,--
Yazan Hajeh,"5' 9""",145 lbs.,--,Orthodox,6,1,"Sep 04, 1992",1992
Tim Hague,"6' 4""",260 lbs.,"76.0""",Orthodox,21,13,"May 09, 1983",1983
Cody Haddon,"5' 7""",135 lbs.,"69.0""",Orthodox,7,1,"Sep 08, 1998",1998
Jake Hadley,"5' 7""",125 lbs.,"70.0""",Southpaw,11,3,"Aug 03, 1996",1996
Keith Hackney,"5' 11""",200 lbs.,--,Sideways,2,2,--,--
Chelsea Hackett,"5' 4""",125 lbs.,"66.0""",Switch,3,1,"Aug 16, 1998",1998
Ottman Azaitar,"5' 8""",155 lbs.,"71.0""",Switch,13,2,"Feb 20, 1990",1990
Andre Ewell,"5' 8""",145 lbs.,"75.0""",Southpaw,17,9,"Jan 21, 1988",1988
Jessica Eye,"5' 6""",125 lbs.,"66.0""",Orthodox,15,11,"Jul 27, 1986",1986
Tonya Evinger,"5' 7""",135 lbs.,"70.0""",Orthodox,19,8,"Jun 04, 1981",1981
Neal Ewing,--,185 lbs.,--,,6,0,"Sep 30, 1985",1985
Dan Evensen,"6' 3""",250 lbs.,--,Orthodox,11,4,"Jun 01, 1974",1974
Movsar Evloev,"5' 7""",145 lbs.,"72.0""",Orthodox,18,0,"Feb 11, 1994",1994
Doug Evans,"5' 9""",155 lbs.,--,Orthodox,13,10,"Oct 10, 1980",1980
Ashlee Evans-Smith,"5' 8""",135 lbs.,"67.0""",Orthodox,6,6,"Jul 09, 1987",1987
Jessin Ayari,"6' 0""",155 lbs.,"73.0""",Orthodox,16,6,"May 31, 1992",1992
Rashad Evans,"6' 0""",205 lbs.,"75.0""",Orthodox,19,8,"Sep 25, 1979",1979
Abu Azaitar,"5' 9""",185 lbs.,"76.0""",Orthodox,14,4,"Mar 10, 1986",1986
Julia Avila,"5' 7""",135 lbs.,"68.0""",Orthodox,9,3,"May 11, 1988",1988
Javy Ayala,"6' 1""",265 lbs.,--,,10,5,"Aug 20, 1988",1988
Anthony Avila,"5' 7""",145 lbs.,--,,13,5,"Dec 29, 1988",1988
Saad Awad,"5' 11""",155 lbs.,--,,20,9,"Jun 07, 1983",1983
Levi Avera,"6' 1""",170 lbs.,--,,18,15,"May 17, 1982",1982
Chris Avila,"5' 10""",145 lbs.,--,Orthodox,5,4,"Jan 16, 1993",1993
Marcus Aurelio,"5' 10""",155 lbs.,"74.0""",Orthodox,22,10,"Aug 18, 1973",1973
Blas Avena,"6' 0""",170 lbs.,"74.0""",Orthodox,8,7,"Jun 30, 1983",1983
David Avellan,"5' 9""",185 lbs.,--,Orthodox,2,1,--,--
Scott Ettling,--,135 lbs.,--,,4,2,--,--
Billy Evangelista,"5' 8""",155 lbs.,"68.0""",Orthodox,13,3,"Oct 07, 1980",1980
Fred Ettish,"6' 0""",180 lbs.,--,Southpaw,1,1,--,--
Shaun Etchell,"5' 7""",125 lbs.,"68.0""",Switch,7,3,"Aug 05, 1993",1993
Achilles Estremadura,"5' 10""",155 lbs.,"68.0""",Orthodox,7,1,"Mar 11, 1992",1992
Terry Etim,"6' 1""",155 lbs.,"73.0""",Orthodox,16,5,"Jan 11, 1986",1986
Sijara Eubanks,"5' 4""",125 lbs.,"67.0""",Orthodox,8,7,"Apr 27, 1985",1985
Jodie Esquibel,"5' 1""",115 lbs.,"64.0""",Orthodox,6,6,"May 07, 1986",1986
Juan Espino,"6' 3""",255 lbs.,"80.0""",Orthodox,11,2,"Oct 09, 1980",1980
Jordan Espinosa,"5' 6""",125 lbs.,"69.0""",Orthodox,15,9,"Nov 08, 1989",1989
Rafael Estevam,"5' 8""",125 lbs.,"69.0""",Orthodox,12,0,"Aug 10, 1996",1996
Jose Augusto,"6' 3""",251 lbs.,--,,6,2,"Mar 28, 1992",1992
Rich Attonito,"5' 10""",170 lbs.,"72.0""",Orthodox,10,5,"Jun 16, 1977",1977
Pat Audinwood,"6' 0""",155 lbs.,--,Orthodox,11,2,"Apr 16, 1986",1986
Olivier Aubin-Mercier,"5' 9""",155 lbs.,"70.0""",Southpaw,11,5,"Feb 23, 1989",1989
Bazigit Atajev,"6' 1""",230 lbs.,--,Orthodox,17,1,--,--
Michael Aswell,"5' 8""",145 lbs.,"69.0""",Orthodox,9,2,"Sep 27, 2000",2000
Junior Assuncao,"5' 9""",145 lbs.,"72.0""",Orthodox,16,6,"Jun 24, 1981",1981
Tom Aspinall,"6' 5""",256 lbs.,"78.0""",Orthodox,15,3,"Apr 11, 1993",1993
Bruno Assis,"6' 2""",185 lbs.,--,Orthodox,8,4,"May 23, 1992",1992
Ibo Aslan,"6' 3""",205 lbs.,"77.0""",Orthodox,13,1,"Apr 23, 1996",1996
Raphael Assuncao,"5' 5""",135 lbs.,"66.0""",Orthodox,28,10,"Jul 19, 1982",1982
Evan Esguerra,--,145 lbs.,--,,8,7,--,--
Carla Esparza,"5' 1""",115 lbs.,"63.0""",Orthodox,20,7,"Oct 10, 1987",1987
Efrain Escudero,"5' 9""",155 lbs.,"71.0""",Orthodox,28,12,"Jan 15, 1986",1986
Eric Esch,"5' 11""",350 lbs.,--,Orthodox,15,10,"Aug 03, 1968",1968
Cole Escovedo,"5' 7""",135 lbs.,"72.0""",Orthodox,17,9,"Aug 30, 1981",1981
Pro Escobedo,--,205 lbs.,--,,1,0,--,--
Nick Ertl,"5' 9""",155 lbs.,--,,8,6,--,--
Bobby Escalante,--,130 lbs.,--,,5,6,--,--
Ivan Erslan,--,205 lbs.,--,,14,3,"Nov 15, 1991",1991
Chel Erwin-Davis,"6' 0""",170 lbs.,--,,5,1,--,--
Jarno Errens,"5' 11""",145 lbs.,"73.0""",Orthodox,14,6,"Nov 17, 1994",1994
Ben Askren,"5' 11""",170 lbs.,"73.0""",Orthodox,19,2,"Jul 18, 1984",1984
Khusein Askhabov,"5' 8""",145 lbs.,"69.0""",Orthodox,23,1,"Feb 13, 1995",1995
Cyril Asker,"6' 0""",247 lbs.,"74.0""",Orthodox,9,4,"Dec 24, 1985",1985
Scott Askham,"6' 3""",185 lbs.,"75.0""",Southpaw,14,4,"May 20, 1988",1988
Askar Askar,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,"Aug 19, 1994",1994
Askar Askarov,"5' 6""",125 lbs.,"67.0""",Orthodox,14,1,"Oct 09, 1992",1992
Asjabharan,"5' 6""",135 lbs.,--,,7,6,"Jul 31, 1992",1992
Yanal Ashmouz,"5' 9""",155 lbs.,"68.0""",Orthodox,7,1,"Mar 31, 1995",1995
Arman Ashimov,"5' 6""",125 lbs.,--,,11,3,"Jan 14, 1992",1992
Teddy Ash,"6' 1""",185 lbs.,"73.0""",Switch,14,5,"Dec 27, 1989",1989
Konstantin Erokhin,"5' 11""",230 lbs.,--,Orthodox,9,3,"Jan 31, 1983",1983
Tom Erikson,"6' 3""",280 lbs.,--,Orthodox,9,4,--,--
David Er-Ramy,--,205 lbs.,--,,7,1,"Sep 19, 1996",1996
Julian Erosa,"6' 1""",145 lbs.,"74.0""",Southpaw,30,12,"Jul 31, 1989",1989
Won Jin Eoh,"5' 7""",160 lbs.,--,Orthodox,5,5,--,--
Kai Asakura,--,135 lbs.,--,,21,4,"Oct 31, 1993",1993
Steve Erceg,"5' 8""",125 lbs.,"68.0""",Orthodox,12,3,"Jul 27, 1995",1995
Josh Epps,--,130 lbs.,--,,6,7,"Aug 23, 1986",1986
Andy Enz,"6' 3""",185 lbs.,"78.0""",Orthodox,10,4,"Aug 15, 1991",1991
Ian Entwistle,"5' 5""",135 lbs.,--,Orthodox,9,3,"Nov 19, 1986",1986
Cesar Arzamendia,"5' 11""",155 lbs.,--,Orthodox,8,3,"Jan 31, 1991",1991
Kenny Ento,"6' 2""",192 lbs.,--,,14,15,--,--
Alex Enlund,"5' 10""",145 lbs.,--,Orthodox,14,2,"May 27, 1987",1987
Gilles Arsene,"5' 9""",190 lbs.,--,Southpaw,1,1,--,--
Veta Arteaga,"5' 7""",125 lbs.,--,,3,1,--,--
Matt Arroyo,"5' 10""",170 lbs.,"72.0""",Orthodox,3,3,"Sep 01, 1982",1982
Akbarh Arreola,"5' 10""",155 lbs.,"71.0""",Southpaw,23,11,"Jan 14, 1983",1983
Antonio Arroyo,"6' 3""",185 lbs.,"73.0""",Orthodox,9,5,"Jul 01, 1989",1989
Oliver Enkamp,"6' 0""",170 lbs.,"77.0""",Switch,7,2,"Aug 10, 1991",1991
Eli Aronov,"5' 10""",185 lbs.,"72.0""",Orthodox,6,1,"Jun 06, 1996",1996
Ricardo Arona,"5' 11""",205 lbs.,--,Orthodox,14,5,"Jul 17, 1978",1978
Kolton Englund,"5' 10""",155 lbs.,"69.0""",Orthodox,9,4,"Jul 09, 1993",1993
Chalid Arrab,"5' 11""",205 lbs.,--,Orthodox,7,3,"May 28, 1975",1975
Marius Enache,"5' 11""",155 lbs.,--,,3,3,"Oct 16, 1975",1975
Jamall Emmers,"5' 10""",145 lbs.,"74.0""",Orthodox,20,8,"Jul 24, 1989",1989
Austin Arnett,"6' 0""",145 lbs.,"72.0""",Orthodox,16,6,"Oct 22, 1991",1991
Kevin Engel,"6' 2""",170 lbs.,--,,5,1,--,--
Josh Emmett,"5' 6""",145 lbs.,"70.0""",Orthodox,19,4,"Mar 04, 1985",1985
Fedor Emelianenko,"6' 0""",230 lbs.,"74.0""",Orthodox,36,5,"Sep 28, 1976",1976
Rob Emerson,"5' 9""",155 lbs.,"70.0""",Orthodox,18,12,"Jul 30, 1981",1981
Aleksander Emelianenko,"6' 6""",255 lbs.,--,Orthodox,23,7,"Aug 02, 1981",1981
Ramazan Emeev,"5' 10""",170 lbs.,"76.0""",Southpaw,20,6,"May 23, 1987",1987
Reza Arianto,--,155 lbs.,--,,5,0,--,--
Joey Armstrong,--,--,--,,5,2,--,--
Dan Argueta,"5' 7""",135 lbs.,"68.0""",Southpaw,9,2,"Aug 13, 1993",1993
Garrett Armfield,"5' 6""",135 lbs.,"70.0""",Orthodox,10,4,"Oct 09, 1996",1996
Hashem Arkhagha,"6' 2""",185 lbs.,"75.0""",Orthodox,6,1,"Sep 11, 1989",1989
Andrei Arlovski,"6' 3""",240 lbs.,"77.0""",Orthodox,34,24,"Feb 04, 1979",1979
Tristan Arenal,--,155 lbs.,--,,7,4,--,--
Gabriel Arges,--,170 lbs.,--,,0,0,"Jan 29, 1993",1993
Alice Ardelean,"5' 3""",115 lbs.,"62.0""",Orthodox,9,6,"Apr 19, 1992",1992
Aaron Ely,"5' 8""",135 lbs.,--,,5,2,"Mar 18, 1989",1989
Cameron Else,"5' 9""",135 lbs.,"71.0""",Switch,10,6,"Apr 27, 1987",1987
Eddy Ellis,"5' 9""",170 lbs.,--,Orthodox,21,16,--,--
Sovannahry Em,"5' 4""",135 lbs.,--,,3,1,"Jun 26, 1992",1992
Oban Elliott,"6' 0""",170 lbs.,"72.0""",Orthodox,11,2,"Dec 19, 1997",1997
Lisa Ellis,"5' 4""",115 lbs.,--,,15,11,"Nov 15, 1982",1982
Anna Elmose,"5' 3""",115 lbs.,--,Orthodox,3,2,"Oct 06, 1984",1984
Joe Ellenberger,"5' 9""",155 lbs.,"72.0""",Orthodox,15,2,"Mar 28, 1985",1985
Tim Elliott,"5' 7""",125 lbs.,"66.0""",Southpaw,21,13,"Dec 24, 1986",1986
Jake Ellenberger,"5' 9""",170 lbs.,"71.0""",Orthodox,31,15,"Mar 28, 1985",1985
Julio Arce,"5' 7""",145 lbs.,"70.0""",Southpaw,19,6,"Oct 27, 1989",1989
Art Arciniega,"5' 8""",145 lbs.,--,,15,7,"Oct 15, 1981",1981
Darren Elkins,"5' 10""",145 lbs.,"71.0""",Orthodox,28,11,"May 16, 1984",1984
Felipe Arantes,"5' 8""",135 lbs.,"73.0""",Orthodox,18,10,"Feb 09, 1988",1988
Kenji Arai,"5' 10""",145 lbs.,--,Southpaw,15,15,"Oct 05, 1979",1979
Igor Araujo,"6' 1""",170 lbs.,"77.0""",Orthodox,25,9,"Dec 06, 1980",1980
Romie Aram,"5' 10""",170 lbs.,--,Orthodox,7,1,"Dec 02, 1977",1977
Josh Appelt,"5' 10""",255 lbs.,--,Southpaw,15,7,"Jun 19, 1983",1983
Erik Apple,"6' 0""",170 lbs.,--,Orthodox,10,3,"Aug 26, 1977",1977
Viviane Araujo,"5' 4""",125 lbs.,"68.0""",Orthodox,12,6,"Nov 21, 1986",1986
Aoriqileng,"5' 7""",135 lbs.,"69.0""",Orthodox,25,10,"Jun 25, 1993",1993
Saul Elizondo,"5' 7""",135 lbs.,--,,6,8,"Jul 17, 1985",1985
Joao Elias,"5' 3""",125 lbs.,"64.0""",Southpaw,17,4,"Jan 08, 1995",1995
John Paul Elias,"6' 4""",205 lbs.,--,,3,1,--,--
John Elam,--,--,--,,2,0,--,--
Shinya Aoki,"5' 11""",154 lbs.,--,Southpaw,39,7,"May 09, 1983",1983
Evan Elder,"5' 10""",155 lbs.,"72.0""",Switch,9,2,"Apr 11, 1997",1997
Jon Olav Einemo,"6' 6""",253 lbs.,--,Orthodox,6,3,"Dec 10, 1975",1975
Per Eklund,"5' 10""",155 lbs.,"72.0""",Orthodox,14,5,--,--
Justin Eilers,"6' 1""",235 lbs.,--,Orthodox,19,7,"Jun 28, 1978",1978
Azunna Anyanwu,"6' 1""",251 lbs.,--,Orthodox,14,5,"Aug 05, 1981",1981
Stephanie Egger,"5' 6""",135 lbs.,"68.0""",Orthodox,8,5,"Aug 12, 1988",1988
Tom Egan,"5' 11""",170 lbs.,--,Orthodox,7,5,--,--
Joselyne Edwards,"5' 8""",135 lbs.,"70.0""",Orthodox,13,6,"Sep 29, 1995",1995
Adam Antolin,"5' 5""",125 lbs.,"63.0""",Orthodox,12,3,"Feb 28, 1982",1982
Gadzhimurad Antigulov,"5' 11""",205 lbs.,"70.0""",Orthodox,20,8,"Feb 09, 1987",1987
Shinsho Anzai,"5' 7""",170 lbs.,"70.0""",Orthodox,10,3,"Dec 01, 1985",1985
Angelo Antonio,--,205 lbs.,--,Orthodox,1,4,--,--
Magomed Ankalaev,"6' 3""",205 lbs.,"75.0""",Orthodox,19,1,"Jun 02, 1992",1992
Yoji Anjo,"5' 11""",205 lbs.,--,Orthodox,0,5,"Mar 28, 1967",1967
Chad Anheliger,"5' 6""",135 lbs.,"64.0""",Orthodox,13,7,"Dec 01, 1986",1986
